Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u14	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u15	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u16	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u17	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u18	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u19	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u20	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u21	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u22	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u23	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u24	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-03-02-ps2021-055-03-001-001	ParlaMint-CZ_2023-03-02-ps2021-055-03-001-001.u25	Parliament of the Czech Republic, Chamber of Deputies, 2023-03-02	2023-03-02	Lower house	ps2021	-	ps2021/055	ps2021/055/03	ps2021/055/001	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
