Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u11	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Guest	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	ChristianneanderWalZeggelink	van der Wal-Zeggelink, Christianne	F	1973	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u12	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u13	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	KautharBouchallikht	Bouchallikht, Kauthar	F	1994	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u14	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u15	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	KautharBouchallikht	Bouchallikht, Kauthar	F	1994	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u16	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Guest	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	ChristianneanderWalZeggelink	van der Wal-Zeggelink, Christianne	F	1973	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u17	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u18	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u19	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u20	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	BarryMadlener	Madlener, Barry	M	1969	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u21	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u22	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u23	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	BarryMadlener	Madlener, Barry	M	1969	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u24	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u25	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-21-tweedekamer-23	ParlaMint-NL_2022-06-21-tweedekamer-23.u26	Report of the meeting of the Dutch Lower House, Meeting 94, Session 23 (2022-06-21)	2022-06-21	Lower house	Meeting of the 30th Tweede Kamer	Session 23	Meeting 94	Sitting 2022-06-21	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
